"id","pid","extype","orig_phrase","sub_phrase","effect"
"2730","5c0ae93ec1a5a60001a560b6","5","I am walking in now.","I an walking in now.","1"
"2746","601a788b7ab49028cd7a4ad4","4","Who should I contact regarding severance?","Who should i contact regarding severance?","1"
"2747","601a788b7ab49028cd7a4ad4","4","I'll see you Thursday October 25.","I'll see you Thursday October 25.","1"
"2748","601a788b7ab49028cd7a4ad4","4","Probably need to check with HR group providing services.","Probably need to check HR group providing services. ","1"
"2749","601a788b7ab49028cd7a4ad4","4","Have we assigned employees to NetCo?","Have we assigned employees to NetCo?","1"
"2750","601a788b7ab49028cd7a4ad4","4","And how would I be going for work?","And how would I be going for work?","1"
"2751","601a788b7ab49028cd7a4ad4","4","Good to know that the FERC cares!","Good to know that the FERC cares!","1"
"2752","601a788b7ab49028cd7a4ad4","4","Danny I recommended on Monday we cancel it.","Danny on Monday I recommend we cancel it. ","1"
"2753","601a788b7ab49028cd7a4ad4","4","Can you get me the Calger letter done?","Can you get me the Calger letter done?","1"
"2754","601a788b7ab49028cd7a4ad4","4","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment for 11.00 on Tuesday. ","1"
"2755","601a788b7ab49028cd7a4ad4","4","I also just received my Blackberry, cool.","I also just received my Blackberry, cool.","1"
"2756","601a788b7ab49028cd7a4ad4","4","Target customers: Munis, Wapa, BPA.","Target customers:Munis, Wapa, BPA.","1"
"2757","601a788b7ab49028cd7a4ad4","4","The meteor shower was incredible last night.","The meteor shower was incredible last night. ","1"
"2758","601a788b7ab49028cd7a4ad4","4","Man I don't want to get sick again.","Man I don't want to get sick again. ","1"
"2759","601a788b7ab49028cd7a4ad4","4","I didn't think we had.","I didn't think we had. ","1"
"2760","601a788b7ab49028cd7a4ad4","4","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price risk issue remains. ","1"
"2761","615200d54efc832849db2259","4","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI I saw Ken Cameniti at Animal Kindom yesterday!","1"
"2762","615200d54efc832849db2259","4","Shelley (making good use of my jury duty time)","Shelley (making good use of my jury duty time)","1"
"2763","615200d54efc832849db2259","4","I'll see you Thursday October 25.","I'll see you Thursday October 25.","1"
"2764","615200d54efc832849db2259","4","Producers reacting to price management.","producers reacting to price management.","1"
"2765","615200d54efc832849db2259","4","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price risk issue remains.","1"
"2766","615200d54efc832849db2259","4","Can you get me the Calger letter done?","Can you get me the Calger letter done?","1"
"2767","615200d54efc832849db2259","4","And how would I be going for work?","And how would I be going to work?","1"
"2768","615200d54efc832849db2259","4","Good to know that the FERC cares!","Good to know that FERC cares.","1"
"2769","615200d54efc832849db2259","4","I'm looking forward to the long weekend!","I'm looking forward to the long weekend.","1"
"2770","615200d54efc832849db2259","4","If not, I can try information in Omaha.","If not, I can try information in Omaha.","1"
"2771","615200d54efc832849db2259","4","Man I don't want to get sick again.","Man I don't want to get sick again!","1"
"2772","615200d54efc832849db2259","4","Who should I contact regarding severance?","Who should I contact regarding severance?","1"
"2773","615200d54efc832849db2259","4","We went to Palacios to fish.","We went to Palacios to fish.","1"
"2774","615200d54efc832849db2259","4","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"2775","615200d54efc832849db2259","4","Do you have a number for Steve?","Do you have number for Steve?","1"
"2776","6160ccb0810a73f90ef4c5e7","1","Could you try ringing her?","Could you try ringing her?","1"
"2777","6160ccb0810a73f90ef4c5e7","1","Get with Mary for format.","Get with Mary for format.","1"
"2778","6160ccb0810a73f90ef4c5e7","1","This is good I think.","This is good I think.","1"
"2779","6160ccb0810a73f90ef4c5e7","1","I am now officially a Blackberry addict.","I am now officially a Blackberry addict.","1"
"2780","6160ccb0810a73f90ef4c5e7","1","Don't they have some conflicts here?","Don't they have some conflicts here?","1"
"2781","6160ccb0810a73f90ef4c5e7","1","If not can I call you?","If not can I call you?","1"
"2782","6160ccb0810a73f90ef4c5e7","1","In a couple of weeks.","In a couple of weeks.","1"
"2783","6160ccb0810a73f90ef4c5e7","1","We need to talk about this month.","We need to talk about this Month.","1"
"2784","6160ccb0810a73f90ef4c5e7","1","Mike, are you aware of this?","Mike, are you aware of this?","1"
"2785","6160ccb0810a73f90ef4c5e7","1","I've never worked with her.","I've never worked with her.","1"
"2786","6160ccb0810a73f90ef4c5e7","1","I have a high level in my office.","I have a high level in my office.","1"
"2787","6160ccb0810a73f90ef4c5e7","1","I think that is the right answer.","I think that is the right answer.","1"
"2788","6160ccb0810a73f90ef4c5e7","1","Are you getting all the information you need?","Are you getting all the information you need?","1"
"2789","6160ccb0810a73f90ef4c5e7","1","Thursday works better for me.","Thursday works better for me.","1"
"2790","6160ccb0810a73f90ef4c5e7","1","Did you talk to Ava this morning?","Did you talk to Ava this morning?","1"
"2806","5f00fa2353b5c10c934298fa","3","I'm in a meeting until noon.","I'm in a meeting until noon.","1"
"2807","5f00fa2353b5c10c934298fa","3","We will have some good detail by January 7.","We will have some good detail by January 7.","1"
"2808","5f00fa2353b5c10c934298fa","3","If not can I call you?","If not can I call you?","1"
"2809","5f00fa2353b5c10c934298fa","3","I'm working on a liquidity forecast.","I'm working on a liquidity forecast.","1"
"2810","5f00fa2353b5c10c934298fa","3","We can discuss options early next week.","We can discuss options early next week.","1"
"2811","5f00fa2353b5c10c934298fa","3","What is the stock price doing?","What is the stock price doing?","1"
"2812","5f00fa2353b5c10c934298fa","3","Just in case we haven't invited any of them.","Just in case we haven't invited any of them.","1"
"2813","5f00fa2353b5c10c934298fa","3","I am looking forward to the salad.","I am looking forward to the salad.","1"
"2814","5f00fa2353b5c10c934298fa","3","Would you mind doing the following?","Would you mind doing the following?","1"
"2815","5f00fa2353b5c10c934298fa","3","I'm fully recovered and back on pace.","I'm fully recovered and back on pace.","1"
"2816","5f00fa2353b5c10c934298fa","3","I was planning to attend.","I was planning to attend.","1"
"2817","5f00fa2353b5c10c934298fa","3","She has a web address.","She has a web address.","1"
"2818","5f00fa2353b5c10c934298fa","3","I plan to be in the office tomorrow.","I plan to be in the office tomorrow.","1"
"2819","5f00fa2353b5c10c934298fa","3","Yes I am here actually.","Yes I am here actually.","1"
"2820","5f00fa2353b5c10c934298fa","3","Will 2PM ET work for you?","Will 2PM ET work for you?","1"
"2866","5f3d63a8d956100fd3adf56d","6","She is taking over Global Finance Legal.","She is taking over Global Finance Legal.","1"
"2867","5f3d63a8d956100fd3adf56d","6","Can I meet with you at 4:00?","Can I meet with you at 4:00?","1"
"2868","5f3d63a8d956100fd3adf56d","6","I am unavailable for the 1PM meeting.","I am unavailable for the 1PM meeting.","1"
"2869","5f3d63a8d956100fd3adf56d","6","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governor Tony Knowles on November 30th.","1"
"2870","5f3d63a8d956100fd3adf56d","6","Here's the talking points for ANNGTC.","Here's the talking points for ANNGTC.","1"
"2871","5f3d63a8d956100fd3adf56d","6","The filing concerns various scheduling and balancing rules.","The filing concerns various scheduling and balancing rules.","1"
"2872","5f3d63a8d956100fd3adf56d","6","What Enron entity owns the EOTT GP?","What Eron entity owns the EOTT GP?","1"
"2873","5f3d63a8d956100fd3adf56d","6","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"2874","5f3d63a8d956100fd3adf56d","6","She was leaving Omaha for Houston at 4:00.","She was leaving Omaha for Houston at 4:00.","1"
"2875","5f3d63a8d956100fd3adf56d","6","He is at 281 350 8441.","He is at 281 359 8231.","1"
"2876","5f3d63a8d956100fd3adf56d","6","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price risk issue remains. ","1"
"2877","5f3d63a8d956100fd3adf56d","6","9:00 AM every second Saturday with Michelle.","9:00 AM every second Saturday with Michelle.","1"
"2878","5f3d63a8d956100fd3adf56d","6","We had a VP PRC meeting Thursday.","We had a VP PRC meeting on Thursday. ","1"
"2879","5f3d63a8d956100fd3adf56d","6","If this has already been covered, then I apologize.","If this has already been covered, then I apologize. ","1"
"2880","5f3d63a8d956100fd3adf56d","6","Here's my work email (kay.mann@enron.com).","Here's my work email (kay.man@eron.com)","1"
"2896","571d293628d2680011ab9896","2","9:00 AM every second Saturday with Michelle.","9:00 AM every second Saturday with Michelle.","1"
"2897","571d293628d2680011ab9896","2","Here's the talking points for ANNGTC.","Here's the talking points for ANNGCE.","1"
"2898","571d293628d2680011ab9896","2","Or if he comes down I-10N then?","Or if he comes down I-10N then?","1"
"2899","571d293628d2680011ab9896","2","That's not the behavior that I was looking for.","That's not the behaviour I was kooking for.","1"
"2900","571d293628d2680011ab9896","2","1 - number of questions on this.","1 - number of questions on this. ","1"
"2901","571d293628d2680011ab9896","2","Here's my work email (kay.mann@enron.com).","Here's my work email (kay.mcan@enti.com)","1"
"2902","571d293628d2680011ab9896","2","She was leaving Omaha for Houston at 4:00.","She was leaving Ohmaha for Houston at 4:00","1"
"2903","571d293628d2680011ab9896","2","If not, I can try information in Omaha.","If not, i can try information in Omaha.","1"
"2904","571d293628d2680011ab9896","2","Producers reacting to price management.","Producers reacting to price managment.","1"
"2905","571d293628d2680011ab9896","2","The SoCal meeting was very beneficial.","The SoCal meeting was very beneficial.","1"
"2906","571d293628d2680011ab9896","2","What Enron entity owns the EOTT GP?","What Enron entity holds ","1"
"2907","571d293628d2680011ab9896","2","AIG has agreed capital call not due until Monday.","AIG had agreed capital call not due until Monday.","1"
"2908","571d293628d2680011ab9896","2","We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Well's offices, waiting to negotiate.","1"
"2909","571d293628d2680011ab9896","2","Chase back office and their restart plan updates individually.","Cahse back office and their plans restart automatically","1"
"2910","571d293628d2680011ab9896","2","Joel Ephross on issues reacquiring economic interests/swaps from Jedi2/Whitewing.","Joel Ephross and ","1"
"2911","5966f6c744b2d20001defeec","1","Take what you can get.","Take what you can get.","1"
"2912","5966f6c744b2d20001defeec","1","It's not looking too good is it?","It's not looking too good is it?","1"
"2913","5966f6c744b2d20001defeec","1","If we don't get it, could be trouble.","If we don't get it, could be trouble.","1"
"2914","5966f6c744b2d20001defeec","1","I have a high level in my office.","I have a high level in my office.","1"
"2915","5966f6c744b2d20001defeec","1","This is good I think.","This is good I think.","1"
"2916","5966f6c744b2d20001defeec","1","I hope you are feeling better.","I hope you are feeling better.","1"
"2917","5966f6c744b2d20001defeec","1","We can have wine and catch up.","We can have wine and catch up.","1"
"2918","5966f6c744b2d20001defeec","1","Are you getting all the information you need?","Are you getting all the information you need?","1"
"2919","5966f6c744b2d20001defeec","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"2920","5966f6c744b2d20001defeec","1","Thursday works better for me.","Thursday works better for me.","1"
"2921","5966f6c744b2d20001defeec","1","What is up with ENE?","What is up with ENE?","1"
"2922","5966f6c744b2d20001defeec","1","We need to talk about this month.","We need to talk about this month.","1"
"2923","5966f6c744b2d20001defeec","1","Suggest you get facts before judging anyone.","Suggest you get facts before judging anyone.","1"
"2924","5966f6c744b2d20001defeec","1","Could you try ringing her?","Could you try ringing her?","1"
"2925","5966f6c744b2d20001defeec","1","You can talk to Becky!","You can talk to Becky!","1"
"3016","601a788b7ab49028cd7a4ad4","3","We just need a sitter.","We just need a sitter. ","1"
"3017","601a788b7ab49028cd7a4ad4","3","I'm waiting until she comes home.","I'm waiting until she comes home. ","1"
"3018","601a788b7ab49028cd7a4ad4","3","Hope your trip to Florida was good.","Hope your trip to Florida was good. ","1"
"3019","601a788b7ab49028cd7a4ad4","3","We just pulled schedules from the web.","We just pulled scheduled from the web.","1"
"3020","601a788b7ab49028cd7a4ad4","3","Will call later to explain.","Will call later to explain. ","1"
"3021","601a788b7ab49028cd7a4ad4","3","Will 2PM ET work for you?","Will 2PM ET work for you?","1"
"3022","601a788b7ab49028cd7a4ad4","3","I'm fully recovered and back on pace.","I'm fully recovered and back on pace. ","1"
"3023","601a788b7ab49028cd7a4ad4","3","I will bring John Brindle.","I will bring John Brindle.","1"
"3024","601a788b7ab49028cd7a4ad4","3","I'm on my way back there to do so.","I'm on my way back there to do so. ","1"
"3025","601a788b7ab49028cd7a4ad4","3","We are on a plane coming back.","We are on a place coming back. ","1"
"3026","601a788b7ab49028cd7a4ad4","3","I will be back Friday.","I will be back Friday. ","1"
"3027","601a788b7ab49028cd7a4ad4","3","This is the neatest toy I have had.","This is the neatest toy I have had.","1"
